id,SuraID1,VerseID1,Text1,SuraID2,VerseID2,Text2,common,is_similar
37,1,4,The Master of the Day of Recompense.,2,247,"Their Prophet said to them, ""Allah has appointed Saul to be king over you."" Hearing this, they replied, ""How has he been entitled to become king over us? We have a better right to kingship than he, for he does not even possess enough riches."" The Prophet replied, ""Allah has preferred him to you and blessed him with abundant powers of mind and body. And Allah has the power to give His kingdom to whomever He wills: Allah is All-Embracing, All-Knowing.""",1,1
38,1,4,The Master of the Day of Recompense.,5,20,"Remember when Moses said to his people: 'My people, remember Allah's favour upon you when He raised Prophets amongst you and appointed you rulers, and granted to you what He had not granted to anyone else in the world.",1,1
39,1,4,The Master of the Day of Recompense.,6,73,"And He it is Who has created the heavens and the earth in truth; and the very day He will say: ""Be!"" (resurrection) there will be. His word is the Truth and His will be the dominion on the day when the-Trumpet is blown. He knows all that lies beyond the reach of human perception as well as all that is visible to man; He is the All-Wise, the All-Aware.'",2,1
40,1,4,The Master of the Day of Recompense.,11,105,"And when the appointed Day comes, no one shall even dare to speak except by the leave of Allah. Then some will be declared wretched, others blessed.",1,1
41,1,4,The Master of the Day of Recompense.,18,79,"As for the boat it belonged to some poor people who worked on the river, and I desired to damage it for beyond them lay the dominion of a king who was wont to seize every boat by force.",1,1
42,1,4,The Master of the Day of Recompense.,19,40,"Ultimately, We shall inherit the earth and whatever is on it; to Us shall they be returned.",0,1
43,1,4,The Master of the Day of Recompense.,20,108,"On that Day people shall follow straight on to the call of the summoner, no one daring to show any haughtiness. Their voices shall be hushed before the Most Compassionate Lord, so that you will hear nothing but a whispering murmur.",0,1
46,1,4,The Master of the Day of Recompense.,37,53,After we are dead and have become all dust and bones shall we still be requited?',1,1
48,1,4,The Master of the Day of Recompense.,59,23,"He is Allah: there is no god but He: the King, the Holy, the All-Peace, the Giver of security, the Overseer, the Most Mighty, the Overpowering, the All-Great. Exalted be He from whatever they associate with Him.",1,1
49,1,4,The Master of the Day of Recompense.,69,18,That will be the Day when you shall be brought forth (before Allah) and no secret of yours shall remain hidden.,0,1
50,1,4,The Master of the Day of Recompense.,78,38,The Day when the Spirit and the angels are ranged row on row. None shall speak save he whom the Merciful Lord will permit; and he too will speak what is right.,2,1
52,1,4,The Master of the Day of Recompense.,114,2,"the King of mankind,",1,1
60,1,5,"You alone do we worship, and You alone do we turn for help",15,98,"When (you feel so) glorify your Lord with His praise and prostrate yourself before Him,",0,1
62,1,5,"You alone do we worship, and You alone do we turn for help",17,1,"Holy is He Who carried His servant by night from the Holy Mosque (in Makkah) to the farther Mosque (in Jerusalem) whose surroundings We have blessed that We might show him some of Our Signs. Indeed He alone is All-Hearing, All-Seeing.",1,1
63,1,5,"You alone do we worship, and You alone do we turn for help",18,1,Praise be to Allah Who has revealed to His servant the Book devoid of all crookedness;,1,1
65,1,5,"You alone do we worship, and You alone do we turn for help",72,19,"and when Allah's servant stood up to call on Him, they well-nigh swarmed him.",1,1
67,1,6,"Direct us on to the Straight Way,",3,8,"They pray to Allah: 'Our Lord! Do not let our hearts swerve towards crookedness after You have guided us to the right way, and. bestow upon us Your mercy. Surely You, only You, are the Munificent Giver!",1,1
68,1,6,"Direct us on to the Straight Way,",4,136,"Believers! Believe in Allah and His Messenger and in the Book He has revealed to His Messenger, and in the Book He revealed before. And whoever disbelieves in Allah, in His angels, in His Books, in His Messengers and in the Last Day, has indeed strayed far away.",0,1
69,1,6,"Direct us on to the Straight Way,",7,43,"We shall strip away all rancour from their hearts, and rivers shall flow beneath them, and they shall say: 'All praise be to Allah Who has guided us on to this. Had it not been for Allah Who granted us guidance, we would not be on the Right Path. Surely the Messengers of our Lord did indeed come down with truth.' Then a voice will cry out to them: 'This is the Paradise which you are made to inherit as a reward for your deeds.'",1,1
71,1,6,"Direct us on to the Straight Way,",21,87,"And We bestowed Our favour upon Dhu al-Nun. Recall, when he went forth enraged, thinking We have no power to take him to task. Eventually he cried out in the darkness:"" There is no god but You. Glory be to You! I have done wrong.""",0,1
72,1,6,"Direct us on to the Straight Way,",28,24,"On hearing this Moses watered their flocks for them, and then returned in a shaded place and said: ""My Lord, I am truly in great need of any good that You might send down to me.""",0,1
73,1,6,"Direct us on to the Straight Way,",37,23,"apart from Allah, and direct them to the path of Hell,",2,1
74,1,6,"Direct us on to the Straight Way,",42,52,"Even so We revealed to you, (O Prophet), a spirit by Our command. (Ere to that) you knew neither what the Book nor what the faith was. But We made that spirit a light whereby We guide those of Our servants whom We please to the Right Way. Surely you are directing people to the Right Way,",3,1
76,1,7,"The way of those whom You have favoured, who did not incur Your wrath, who are not astray.",1,6,"Direct us on to the Straight Way,",1,1
78,1,7,"The way of those whom You have favoured, who did not incur Your wrath, who are not astray.",3,7,"It is He Who has revealed the Book to you. Some of its verses are absolutely clear and lucid, and these are the core of the Book. Others are ambiguous. Those in whose hearts there is perversity, always go about the part which is ambiguous, seeking mischief and seeking to arrive at its meaning arbitrarily, although none knows their true meaning except Allah. On the contrary, those firmly rooted in knowledge say: 'We believe in it; it is all from our Lord alone.' No one derives true admonition from anything except the men of understanding.",0,1
85,1,7,"The way of those whom You have favoured, who did not incur Your wrath, who are not astray.",5,79,They did not forbid each other from committing the abominable deeds they committed. Indeed what they did was evil.,0,1
86,1,7,"The way of those whom You have favoured, who did not incur Your wrath, who are not astray.",7,186,"For those whom Allah lets go astray, there is no guide; and He will leave them in their transgression to stumble blindly.",1,1
87,1,7,"The way of those whom You have favoured, who did not incur Your wrath, who are not astray.",10,88,Moses prayed: 'Our Lord! You bestowed upon Pharaoh and his nobles splendour and riches in the world. Our Lord! Have You done this that they may lead people astray from Your path? Our Lord! Obliterate their riches and harden their hearts that they may not believe until they observe the painful chastisement.,1,1
89,1,7,"The way of those whom You have favoured, who did not incur Your wrath, who are not astray.",18,17,"Had you seen them in the Cave it would have appeared to you that when the sun rose, it moved away from their Cave to the right; and when it set, it turned away from them to the left, while they remained in a spacious hollow in the Cave. This is one of the Signs of Allah. Whomsoever Allah guides, he alone is led aright; and whomsoever Allah lets go astray, you will find for him no guardian to direct him.",1,1
91,2,2,"This is the Book of Allah: there is no doubt about it. It is guidance to Godfearing people,",2,3,"who believe in the unseen, establish the Salats and expend (in Our way) out of what We have bestowed on them;",0,1
98,2,3,"who believe in the unseen, establish the Salats and expend (in Our way) out of what We have bestowed on them;",2,2,"This is the Book of Allah: there is no doubt about it. It is guidance to Godfearing people,",0,1
99,2,3,"who believe in the unseen, establish the Salats and expend (in Our way) out of what We have bestowed on them;",2,5,Such people are on the right way from their Lord and such are truly successful.,0,1
100,2,3,"who believe in the unseen, establish the Salats and expend (in Our way) out of what We have bestowed on them;",9,61,"And of them there are some who distress the Prophet, saying: ""He is all ears."" Tell them: ""He listens for your good. He believes in Allah and trusts the believers, and is a mercy for those of you who believe. A painful punishment lies in store for those who cause distress to the Messenger of Allah.""",1,1
101,2,3,"who believe in the unseen, establish the Salats and expend (in Our way) out of what We have bestowed on them;",12,17,"and said: ""Father! We went racing with one another and left Joseph behind with our things, and then a wolf came and ate him up. We know that you will not believe us howsoever truthful we might be.""",1,1
102,2,3,"who believe in the unseen, establish the Salats and expend (in Our way) out of what We have bestowed on them;",35,28,"and human beings too, and beasts, and cattle -- diverse are their hues. From among His servants, it is only those who know that fear Allah. Verily Allah is Most Mighty, Most Forgiving.",0,1
105,2,3,"who believe in the unseen, establish the Salats and expend (in Our way) out of what We have bestowed on them;",84,25,except for those who believe and do good deeds. Theirs shall be an unending reward.,1,1
106,2,4,"who believe in the Book We have sent down to you (i.e. the Qur'an) and in the Books sent down before you, and firmly believe in the Hereafter.",2,3,"who believe in the unseen, establish the Salats and expend (in Our way) out of what We have bestowed on them;",1,1
109,2,4,"who believe in the Book We have sent down to you (i.e. the Qur'an) and in the Books sent down before you, and firmly believe in the Hereafter.",4,47,"O you who have been granted the Book! Do believe in what We have (now) revealed, which confirms the revelation which you already possess. Do this before We alter countenances, turning them backwards, or lay a curse upon them as We cursed the Sabbath-men. Bear in mind that Allah's command is done.",4,1
112,2,4,"who believe in the Book We have sent down to you (i.e. the Qur'an) and in the Books sent down before you, and firmly believe in the Hereafter.",5,68,Say to them: 'People of the Book! You have no solid ground to stand on unless you establish the Torah and the Gospel and all that had been revealed to you from your Lord. Indeed the message revealed to you from your Lord will aggravate insurgence and unbelief in many of them. So do not grieve for those who disbelieve.,2,1
113,2,4,"who believe in the Book We have sent down to you (i.e. the Qur'an) and in the Books sent down before you, and firmly believe in the Hereafter.",28,52,"Those on whom We bestowed the Book before do believe in this (to wit, the Qur'an).",2,1
114,2,4,"who believe in the Book We have sent down to you (i.e. the Qur'an) and in the Books sent down before you, and firmly believe in the Hereafter.",28,53,"When it is recited to them they say: ""We believe in it for it is the Truth from our Lord. Indeed we were already Muslims.""",2,1
115,2,4,"who believe in the Book We have sent down to you (i.e. the Qur'an) and in the Books sent down before you, and firmly believe in the Hereafter.",28,54,"These will be granted their reward twice over because they remained steadfast; they repel evil with good, and spend (in alms) out of the sustenance We provided them,",0,1
124,2,5,Such people are on the right way from their Lord and such are truly successful.,2,4,"who believe in the Book We have sent down to you (i.e. the Qur'an) and in the Books sent down before you, and firmly believe in the Hereafter.",0,1
129,2,6,"As for those who have rejected (these things), it is all the same to them whether you warn them or do not warn them: they are not going to believe.",10,97,"even if they witness every single sign that might come to them until they are face to face with the painful chastisement,",0,1
130,2,6,"As for those who have rejected (these things), it is all the same to them whether you warn them or do not warn them: they are not going to believe.",11,12,"(O Messenger!) Let it not happen that you omit (to expound) a portion of what was revealed to you. And do not be distressed that they will say: 'Why was a treasure not bestowed upon him?' or 'Why did no angel accompany him?' For you are merely a warner, whereas Allah has control over everything.",2,1
131,2,6,"As for those who have rejected (these things), it is all the same to them whether you warn them or do not warn them: they are not going to believe.",13,40,"(O Prophet), whether We make you see a part of the punishment that We have threatened them with come to pass during your life-time, or We take you away before that happens, your duty is no more than to convey the Message, and it is for Us to make a reckoning.",0,1
132,2,6,"As for those who have rejected (these things), it is all the same to them whether you warn them or do not warn them: they are not going to believe.",14,28,"Did you not see those who have exchanged Allah's favour with ingratitude to Him, causing their people to be cast in the abode of utter perdition",1,1
136,2,7,"Allah has sealed up their hearts and ears and a covering has fallen over their eyes, and they have incurred the severest punishment.",42,24,Do they say: _—“He has forged a lie against Allah?_—ù If Allah so wanted He could seal up your heart. Allah blots out falsehood and confirms the truth by His Words. He is well aware of all the secrets hidden in the breasts (of people).,2,1
143,2,9,"They thus try to deceive Allah and the Believers, but they succeed in deceiving none except themselves and they realize it not.",58,18,"On the Day when Allah will raise them all from the dead they will swear before Him as they swear before you today, thinking that this will avail them. Behold, they are utter liars.",0,1
144,2,10,In their hearts is a disease which Allah has increased all the more and a painful doom is in store for them for the lie they utter.,9,101,"As for the bedouin Arabs around you, some are hypocrites; and so are some of the people of Madinah who have become inured to hypocrisy. You do not know them, but We know them. We will inflict double chastisement on them, and then they shall be returned to an awesome suffering.",1,1
148,2,10,In their hearts is a disease which Allah has increased all the more and a painful doom is in store for them for the lie they utter.,33,61,They shall be cursed from all around and they shall be ruthlessly killed wherever they are seized.,0,1
149,2,10,In their hearts is a disease which Allah has increased all the more and a painful doom is in store for them for the lie they utter.,34,54,"A barrier will be placed between them and what they desire, as was done with the likes of them before. Surely they were in a disquieting doubt.",1,1
150,2,10,In their hearts is a disease which Allah has increased all the more and a painful doom is in store for them for the lie they utter.,47,17,"As for those who were led to the Guidance, Allah increases them in their guidance and causes them to grow in God-fearing.",1,1
151,2,10,In their hearts is a disease which Allah has increased all the more and a painful doom is in store for them for the lie they utter.,47,30,"If We were to so will, We could have shown them to you so that you would recognise them by their faces, and you would certainly know them by the manner of their speech. Allah knows all your deeds.",0,1
152,2,10,In their hearts is a disease which Allah has increased all the more and a painful doom is in store for them for the lie they utter.,57,14,"The hypocrites will call out to the believers: _—“Were we not with you?_—ù The believers will reply: _—“Yes; but you allowed yourselves to succumb to temptations, and you wavered and you remained in doubt and false expectations deluded you until Allah's command came to pass, and the Deluder deluded you concerning Allah.",1,1
156,2,13,"And when it is said to them, ""Believe sincerely as the other people have believed"", they reply, ""Should we believe as fools have believed?"" Beware! they themselves are the fools, but they know it not.",4,5,"Do not entrust your properties - which Allah hasmade a means of support for you - to the weak of understanding, but maintain and clothe them out of it, and say to them a kind word of admonition.",4,1
157,2,14,"When they meet those who believe, they say, ""We, too, are believers"", but when they privily meet their evil geniuses, they say, ""Indeed we are with you: we are only mocking at these people"".",6,112,"And so it is that against every Prophet We have set up the evil ones from among men and jinn, some of them inspire others with specious speech only by way of. delusion. Had it been your Lord's will, they would not have done it. Leave them alone to fabricate what they will.",3,1
161,2,15,"(Little do they realize that) Allah is mocking at them. He gives them rope enough, and they wander on and on blindly in their mischief and rebellion.",4,142,"Behold, the hypocrites seek to deceive Allah, but it is they who are being deluded by Him. When they rise to Prayer, they rise reluctantly, and only to be seen by men. They remember Allah but little.",0,1
165,2,15,"(Little do they realize that) Allah is mocking at them. He gives them rope enough, and they wander on and on blindly in their mischief and rebellion.",22,46,Have they not journeyed in the land that their hearts might understand and their ears might listen? For indeed it is not the eyes that are blinded; it is rather the hearts in the breasts that are rendered blind.,0,1
168,2,15,"(Little do they realize that) Allah is mocking at them. He gives them rope enough, and they wander on and on blindly in their mischief and rebellion.",69,11,"Verily when the water rose to great heights, We bore you upon a floating vessel (i.e. the Ark)",0,1
170,2,16,"These are the people who have bartered away Guidance for error, but this is a profitless bargain that they have made, and they are not at all on the right way.",63,3,"All that is because they first believed and then disbelieved, and therefore a seal was set on their hearts; as a result they understand nothing.",0,1
171,2,17,"Their condition may be described in a parable: a man kindled a fire and when it illuminated all around him, Allah took away the light from their eyes and left them in utter darkness, where they could not see anything.",2,8,"Then there are some who say, ""We believe in Allah and the Last Day"", whereas they do not believe at all.",0,1
172,2,17,"Their condition may be described in a parable: a man kindled a fire and when it illuminated all around him, Allah took away the light from their eyes and left them in utter darkness, where they could not see anything.",29,43,These are the parables that We set forth to make people understand. But only those endowed with knowledge will comprehend them.,2,1
174,2,17,"Their condition may be described in a parable: a man kindled a fire and when it illuminated all around him, Allah took away the light from their eyes and left them in utter darkness, where they could not see anything.",33,19,"They are utterly niggardly (in coming to your aid). Whenever there is danger, you will see them looking at you, their eyes rolling as though they were on the verge of fainting at the approach of death. But when the danger passes away, their greed for wealth prompts them to greet you with their sharp, scissor-like tongues. These are the ones who never truly believed, and so Allah has caused their deeds to be reduced to naught. That is easy enough for Allah.",1,1
175,2,17,"Their condition may be described in a parable: a man kindled a fire and when it illuminated all around him, Allah took away the light from their eyes and left them in utter darkness, where they could not see anything.",62,5,The parable of those who were charged with the Torah and then they failed to live up to it is that of a donkey laden with books. Even more evil is the parable of the people who gave the lie to the Signs of Allah. Allah does not direct such wrong-doers to the Right Way.,3,1
176,2,17,"Their condition may be described in a parable: a man kindled a fire and when it illuminated all around him, Allah took away the light from their eyes and left them in utter darkness, where they could not see anything.",63,3,"All that is because they first believed and then disbelieved, and therefore a seal was set on their hearts; as a result they understand nothing.",0,1
178,2,19,"Or (still another parable may be cited to depict their condition): heavy rain is falling from the sky, accompanied by pitch darkness, thunder and lightning. When they hear the thunderclap, they thrust their fingers into their ears for fear of death, but Allah is encircling the disbelievers on all sides.",9,56,They swear by Allah that they are part of you whereas they are certainly not part of you. They are merely a people who dread you.,0,1
179,2,19,"Or (still another parable may be cited to depict their condition): heavy rain is falling from the sky, accompanied by pitch darkness, thunder and lightning. When they hear the thunderclap, they thrust their fingers into their ears for fear of death, but Allah is encircling the disbelievers on all sides.",9,57,"If they could find any shelter or any cavern, or any retreat, they would turn around and rush headlong into it.",0,1
180,2,19,"Or (still another parable may be cited to depict their condition): heavy rain is falling from the sky, accompanied by pitch darkness, thunder and lightning. When they hear the thunderclap, they thrust their fingers into their ears for fear of death, but Allah is encircling the disbelievers on all sides.",63,4,"When you look at them, their persons are pleasing, and when they speak, you pay heed to what they say. But in truth they are (merely) beams of timber propped-up (against a wall). They consider every shout they hear to be directed against them. They are your utter enemies; guard against them. May Allah do away with them! How are they being turned away (from the Truth)?",1,1
183,2,19,"Or (still another parable may be cited to depict their condition): heavy rain is falling from the sky, accompanied by pitch darkness, thunder and lightning. When they hear the thunderclap, they thrust their fingers into their ears for fear of death, but Allah is encircling the disbelievers on all sides.",85,19,"The unbelievers are indeed engaged in denying it, calling it a lie,",1,1
184,2,19,"Or (still another parable may be cited to depict their condition): heavy rain is falling from the sky, accompanied by pitch darkness, thunder and lightning. When they hear the thunderclap, they thrust their fingers into their ears for fear of death, but Allah is encircling the disbelievers on all sides.",85,20,although Allah surrounds them.,1,1
185,2,20,"The lightning terrifies them as if it were going to snatch away their eyesight from them. When they see light, they move on a little further and When it becomes dark for them, they stand still. Had Allah so willed, He could have deprived them totally of their hearing and their sight. Most surely Allah has power over everything.",22,3,"Among people there are some who wrangle about Allah without knowledge and follow every rebellious devil,",2,1
186,2,20,"The lightning terrifies them as if it were going to snatch away their eyesight from them. When they see light, they move on a little further and When it becomes dark for them, they stand still. Had Allah so willed, He could have deprived them totally of their hearing and their sight. Most surely Allah has power over everything.",22,8,"And among people are those that wrangle about Allah without knowledge, without any true guidance, and without any scripture to enlighten them.",0,1
187,2,20,"The lightning terrifies them as if it were going to snatch away their eyesight from them. When they see light, they move on a little further and When it becomes dark for them, they stand still. Had Allah so willed, He could have deprived them totally of their hearing and their sight. Most surely Allah has power over everything.",22,11,"And among people is he who worships Allah on the borderline; if any good befalls him, he is satisfied; but if a trial afflicts him, he utterly turns away. He will incur the loss of this world and the Hereafter. That indeed is a clear loss.",0,1
188,2,20,"The lightning terrifies them as if it were going to snatch away their eyesight from them. When they see light, they move on a little further and When it becomes dark for them, they stand still. Had Allah so willed, He could have deprived them totally of their hearing and their sight. Most surely Allah has power over everything.",24,39,"(On the other hand,) the deeds of those who disbelieved, maybe likened to a mirage in a waterless desert, which the thirsty one took for water; but when he reached there he found nothing to drink; nay, he found there Allah Who settled his full account, and Allah is very swift at reckoning.",2,1
189,2,20,"The lightning terrifies them as if it were going to snatch away their eyesight from them. When they see light, they move on a little further and When it becomes dark for them, they stand still. Had Allah so willed, He could have deprived them totally of their hearing and their sight. Most surely Allah has power over everything.",24,40,"Or (their efforts may be likened to those of a man trying to swim in) a deep dark ocean, covered with billows, one over the other, and above it a cloud: darkness upon darkness: so much so that if he stretches out his hand, he cannot see it. There is no light for the one whom Allah does not give light.",2,1
190,2,20,"The lightning terrifies them as if it were going to snatch away their eyesight from them. When they see light, they move on a little further and When it becomes dark for them, they stand still. Had Allah so willed, He could have deprived them totally of their hearing and their sight. Most surely Allah has power over everything.",57,12,On that Day you will see believing men and women that their light will be running before them and on their right hands. (They will be told): _—“A good tiding to you today._—ù There shall be Gardens beneath which rivers flow; therein they shall abide. That indeed is the great triumph.,0,1
191,2,20,"The lightning terrifies them as if it were going to snatch away their eyesight from them. When they see light, they move on a little further and When it becomes dark for them, they stand still. Had Allah so willed, He could have deprived them totally of their hearing and their sight. Most surely Allah has power over everything.",57,13,"On that Day the hypocrites, both men and women, shall say to the believers: _—“Look at us that we may extract some light from your light._—ù They will be told: _—“Go back and seek light for yourselves elsewhere._—ù Then a wall shall be erected between them with a door in it. On the inside of it there will be mercy, and on the outside of it there will be chastisement.",0,1
192,2,20,"The lightning terrifies them as if it were going to snatch away their eyesight from them. When they see light, they move on a little further and When it becomes dark for them, they stand still. Had Allah so willed, He could have deprived them totally of their hearing and their sight. Most surely Allah has power over everything.",66,8,"Believers, turn to Allah in sincere repentance; maybe your Lord will expunge your evil deeds and admit you to the Gardens beneath which rivers flow. This will be on the Day when Allah will not disgrace the Prophet and those who have embraced faith and are with him; their light will be running before them and on their right hands, and they will say: _—“Our Lord, perfect for us our light and forgive us. Surely You have power over everything._—ù",5,1
193,2,20,"The lightning terrifies them as if it were going to snatch away their eyesight from them. When they see light, they move on a little further and When it becomes dark for them, they stand still. Had Allah so willed, He could have deprived them totally of their hearing and their sight. Most surely Allah has power over everything.",76,24,"So persevere with the command of your Lord and do not pay any heed to the wicked and the unbelieving,",0,1
203,2,24,"But if you do not do this, and you can never do this, then fear the Fire which has been prepared for the disbelievers and which shall have men and stones for fuel.",2,104,"O Believers, do not say. ""Ra 'ina"" but say, ""Unzurna "" and listen a to what is said; for the disbelievers deserve a painful punishment.",1,1
204,2,24,"But if you do not do this, and you can never do this, then fear the Fire which has been prepared for the disbelievers and which shall have men and stones for fuel.",6,115,"The Word of your Lord is perfect in truthfulness and justice; no one can change His words. He is the All-Hearing, the All-Knowing.",0,1
206,2,24,"But if you do not do this, and you can never do this, then fear the Fire which has been prepared for the disbelievers and which shall have men and stones for fuel.",10,38,"Do they say that the Messenger has himself composed the Qur'an? Say: 'In that case bring forth just one surah like it and call on all whom you can, except Allah, to help you if you are truthful.",0,1
208,2,24,"But if you do not do this, and you can never do this, then fear the Fire which has been prepared for the disbelievers and which shall have men and stones for fuel.",17,68,"Do you, then, feel secure against His causing you to be swallowed up by a tract of the earth, or letting loose a deadly whirlwind charged with stones towards you, and there you will find none to protect you?",0,1
209,2,24,"But if you do not do this, and you can never do this, then fear the Fire which has been prepared for the disbelievers and which shall have men and stones for fuel.",17,97,"Whomsoever Allah guides is rightly guided; and whomsoever Allah lets go astray, you shall find none - apart from Him - who could protect him. We shall muster them all on the Day of Resurrection, on their faces - blind and dumb and deaf. Hell shall be their refuge. Every time its Fire subsides, We will intensify for them its flame.",0,1
214,2,24,"But if you do not do this, and you can never do this, then fear the Fire which has been prepared for the disbelievers and which shall have men and stones for fuel.",29,40,"So We seized each for their sin. We let loose upon some a violent tornado with showers of stones; some were overtaken by a mighty Cry; some were caused to be swallowed up by the earth, and some We drowned. Allah would not wrong them, but it is they who wronged themselves.",0,1
224,2,26,"Well, Allah is not ashamed to cite the similitude of a gnat or of something even more insignificant than this. As for those who believe, they come to know from the same similitude that it is the Revelation from their Lord; but those who disbelieve, say, ""What does Allah mean by such similitudes?"" Allah leads astray many and guides many to the right way by the same thing. And He leads astray only those who disobey Allah;",2,17,"Their condition may be described in a parable: a man kindled a fire and when it illuminated all around him, Allah took away the light from their eyes and left them in utter darkness, where they could not see anything.",2,1
225,2,26,"Well, Allah is not ashamed to cite the similitude of a gnat or of something even more insignificant than this. As for those who believe, they come to know from the same similitude that it is the Revelation from their Lord; but those who disbelieve, say, ""What does Allah mean by such similitudes?"" Allah leads astray many and guides many to the right way by the same thing. And He leads astray only those who disobey Allah;",2,19,"Or (still another parable may be cited to depict their condition): heavy rain is falling from the sky, accompanied by pitch darkness, thunder and lightning. When they hear the thunderclap, they thrust their fingers into their ears for fear of death, but Allah is encircling the disbelievers on all sides.",1,1
228,2,26,"Well, Allah is not ashamed to cite the similitude of a gnat or of something even more insignificant than this. As for those who believe, they come to know from the same similitude that it is the Revelation from their Lord; but those who disbelieve, say, ""What does Allah mean by such similitudes?"" Allah leads astray many and guides many to the right way by the same thing. And He leads astray only those who disobey Allah;",14,24,"Do you not see how Allah has given the example of a good word? It is like a good tree, whose root is firmly fixed, and whose branches reach the sky,",3,1
229,2,26,"Well, Allah is not ashamed to cite the similitude of a gnat or of something even more insignificant than this. As for those who believe, they come to know from the same similitude that it is the Revelation from their Lord; but those who disbelieve, say, ""What does Allah mean by such similitudes?"" Allah leads astray many and guides many to the right way by the same thing. And He leads astray only those who disobey Allah;",14,25,ever yielding its fruit in every season with the leave of its Lord. Allah gives examples for mankind that they may take heed.,4,1
230,2,26,"Well, Allah is not ashamed to cite the similitude of a gnat or of something even more insignificant than this. As for those who believe, they come to know from the same similitude that it is the Revelation from their Lord; but those who disbelieve, say, ""What does Allah mean by such similitudes?"" Allah leads astray many and guides many to the right way by the same thing. And He leads astray only those who disobey Allah;",14,26,"And the example of an evil word is that of an evil tree, uprooted from the surface of the earth, wholly unable to endure.",3,1
231,2,26,"Well, Allah is not ashamed to cite the similitude of a gnat or of something even more insignificant than this. As for those who believe, they come to know from the same similitude that it is the Revelation from their Lord; but those who disbelieve, say, ""What does Allah mean by such similitudes?"" Allah leads astray many and guides many to the right way by the same thing. And He leads astray only those who disobey Allah;",14,27,"Thus, through a firm word, Allah grants firmness to the believers both in this world and in the Hereafter. As for the wrong-doers, Allah lets them go astray. Allah does whatever He wills.",5,1
232,2,26,"Well, Allah is not ashamed to cite the similitude of a gnat or of something even more insignificant than this. As for those who believe, they come to know from the same similitude that it is the Revelation from their Lord; but those who disbelieve, say, ""What does Allah mean by such similitudes?"" Allah leads astray many and guides many to the right way by the same thing. And He leads astray only those who disobey Allah;",16,75,"Allah sets forth a parable: There is one who is a slave and is owned by another and has no power over anything; and there is one whom We have granted good provision Ourselves, of which he spends both secretly and openly. Can they be equal? All praise be to Allah. But most of them do not even know (this simple fact).",6,1
233,2,26,"Well, Allah is not ashamed to cite the similitude of a gnat or of something even more insignificant than this. As for those who believe, they come to know from the same similitude that it is the Revelation from their Lord; but those who disbelieve, say, ""What does Allah mean by such similitudes?"" Allah leads astray many and guides many to the right way by the same thing. And He leads astray only those who disobey Allah;",16,76,"Allah sets forth another parable: There are two men, one of whom is dumb and has no power over anything; he is a burden to his master, and wheresoever his master directs him, he fails to bring forth any good. Can such a person be the equal of one who enjoins justice and himself follows the Right Way?",3,1
